customer_id,customer_name,customer_type,revenue,orders_count,signup_date
166,SMB Customer 166,Small Business,457.38,4,2023-06-15
167,SMB Customer 167,Small Business,469.66,1,2023-06-16
168,SMB Customer 168,Small Business,499.0,3,2023-06-17
169,SMB Customer 169,Small Business,437.64,1,2023-06-18
170,SMB Customer 170,Small Business,422.39,1,2023-06-19
171,SMB Customer 171,Small Business,418.31,2,2023-06-20
172,SMB Customer 172,Small Business,420.53,3,2023-06-21
173,SMB Customer 173,Small Business,442.69,4,2023-06-22
174,SMB Customer 174,Small Business,455.23,3,2023-06-23
175,SMB Customer 175,Small Business,453.3,1,2023-06-24
176,SMB Customer 176,Small Business,469.82,4,2023-06-25
177,SMB Customer 177,Small Business,445.39,1,2023-06-26
178,SMB Customer 178,Small Business,488.61,1,2023-06-27
179,SMB Customer 179,Small Business,437.06,3,2023-06-28
180,SMB Customer 180,Small Business,499.0,2,2023-06-29
181,SMB Customer 181,Small Business,463.77,1,2023-06-30
182,SMB Customer 182,Small Business,419.29,1,2023-07-01
183,SMB Customer 183,Small Business,412.87,4,2023-07-02
184,SMB Customer 184,Small Business,459.47,3,2023-07-03
185,SMB Customer 185,Small Business,438.3,3,2023-07-04
186,SMB Customer 186,Small Business,466.42,3,2023-07-05
187,SMB Customer 187,Small Business,459.2,1,2023-07-06
188,SMB Customer 188,Small Business,442.82,4,2023-07-07
189,SMB Customer 189,Small Business,419.6,1,2023-07-08
190,SMB Customer 190,Small Business,399.55,2,2023-07-09
191,SMB Customer 191,Small Business,431.6,3,2023-07-10
192,SMB Customer 192,Small Business,470.69,1,2023-07-11
193,SMB Customer 193,Small Business,451.42,3,2023-07-12
194,SMB Customer 194,Small Business,407.63,3,2023-07-13
195,SMB Customer 195,Small Business,450.2,4,2023-07-14
196,SMB Customer 196,Small Business,456.56,2,2023-07-15
197,SMB Customer 197,Small Business,418.48,2,2023-07-16
198,SMB Customer 198,Small Business,449.61,2,2023-07-17
199,SMB Customer 199,Small Business,446.75,3,2023-07-18
200,SMB Customer 200,Small Business,410.71,3,2023-07-19
201,SMB Customer 201,Small Business,455.73,3,2023-07-20
202,SMB Customer 202,Small Business,461.82,3,2023-07-21
203,SMB Customer 203,Small Business,477.49,3,2023-07-22
204,SMB Customer 204,Small Business,476.61,2,2023-07-23
205,SMB Customer 205,Small Business,403.67,2,2023-07-24
206,SMB Customer 206,Small Business,416.87,3,2023-07-25
207,SMB Customer 207,Small Business,460.45,4,2023-07-26
208,SMB Customer 208,Small Business,460.41,2,2023-07-27
209,SMB Customer 209,Small Business,460.45,3,2023-07-28
210,SMB Customer 210,Small Business,499.0,1,2023-07-29
211,SMB Customer 211,Small Business,462.13,4,2023-07-30
212,SMB Customer 212,Small Business,479.07,4,2023-07-31
213,SMB Customer 213,Small Business,473.62,1,2023-08-01
214,SMB Customer 214,Small Business,464.54,1,2023-08-02
215,SMB Customer 215,Small Business,435.54,1,2023-08-03
216,SMB Customer 216,Small Business,467.77,3,2023-08-04
217,SMB Customer 217,Small Business,421.82,1,2023-08-05
218,SMB Customer 218,Small Business,437.9,4,2023-08-06
219,SMB Customer 219,Small Business,430.44,2,2023-08-07
220,SMB Customer 220,Small Business,447.46,2,2023-08-08
221,SMB Customer 221,Small Business,499.0,3,2023-08-09
222,SMB Customer 222,Small Business,388.98,1,2023-08-10
223,SMB Customer 223,Small Business,465.59,3,2023-08-11
224,SMB Customer 224,Small Business,396.62,1,2023-08-12
225,SMB Customer 225,Small Business,430.84,2,2023-08-13
226,SMB Customer 226,Small Business,477.67,1,2023-08-14
227,SMB Customer 227,Small Business,446.93,4,2023-08-15
228,SMB Customer 228,Small Business,412.67,3,2023-08-16
229,SMB Customer 229,Small Business,423.54,3,2023-08-17
230,SMB Customer 230,Small Business,465.39,4,2023-08-18
231,SMB Customer 231,Small Business,423.09,2,2023-08-19
232,SMB Customer 232,Small Business,451.49,2,2023-08-20
233,SMB Customer 233,Small Business,446.37,4,2023-08-21
234,SMB Customer 234,Small Business,425.45,2,2023-08-22
235,SMB Customer 235,Small Business,499.0,4,2023-08-23
236,SMB Customer 236,Small Business,464.02,1,2023-08-24
237,SMB Customer 237,Small Business,384.25,3,2023-08-25
238,SMB Customer 238,Small Business,450.59,2,2023-08-26
239,SMB Customer 239,Small Business,425.15,1,2023-08-27
240,SMB Customer 240,Small Business,470.57,1,2023-08-28
241,SMB Customer 241,Small Business,421.22,2,2023-08-29
242,SMB Customer 242,Small Business,441.56,4,2023-08-30
243,SMB Customer 243,Small Business,460.15,2,2023-08-31
244,SMB Customer 244,Small Business,470.97,2,2023-09-01
245,SMB Customer 245,Small Business,408.99,2,2023-09-02
246,SMB Customer 246,Small Business,434.96,2,2023-09-03
247,SMB Customer 247,Small Business,430.75,3,2023-09-04
248,SMB Customer 248,Small Business,425.4,2,2023-09-05
249,SMB Customer 249,Small Business,497.96,3,2023-09-06
250,SMB Customer 250,Small Business,457.15,3,2023-09-07
251,SMB Customer 251,Small Business,407.17,1,2023-09-08
252,SMB Customer 252,Small Business,472.54,4,2023-09-09
253,SMB Customer 253,Small Business,499.0,1,2023-09-10
254,SMB Customer 254,Small Business,475.97,4,2023-09-11
255,SMB Customer 255,Small Business,399.42,4,2023-09-12
256,SMB Customer 256,Small Business,430.47,4,2023-09-13
257,SMB Customer 257,Small Business,483.01,4,2023-09-14
258,SMB Customer 258,Small Business,423.77,2,2023-09-15
259,SMB Customer 259,Small Business,458.31,4,2023-09-16
260,SMB Customer 260,Small Business,468.24,4,2023-09-17
261,SMB Customer 261,Small Business,417.19,3,2023-09-18
262,SMB Customer 262,Small Business,443.21,3,2023-09-19
263,SMB Customer 263,Small Business,347.76,1,2023-09-20
264,SMB Customer 264,Small Business,414.27,1,2023-09-21
265,SMB Customer 265,Small Business,437.42,2,2023-09-22
266,SMB Customer 266,Small Business,407.57,1,2023-09-23
267,SMB Customer 267,Small Business,493.97,2,2023-09-24
268,SMB Customer 268,Small Business,402.1,2,2023-09-25
269,SMB Customer 269,Small Business,431.8,4,2023-09-26
270,SMB Customer 270,Small Business,448.92,2,2023-09-27
271,SMB Customer 271,Small Business,488.24,4,2023-09-28
272,SMB Customer 272,Small Business,401.92,2,2023-09-29
273,SMB Customer 273,Small Business,479.89,1,2023-09-30
274,SMB Customer 274,Small Business,445.31,4,2023-10-01
275,SMB Customer 275,Small Business,415.55,1,2023-10-02
276,SMB Customer 276,Small Business,458.86,3,2023-10-03
277,SMB Customer 277,Small Business,450.97,3,2023-10-04
278,SMB Customer 278,Small Business,426.99,4,2023-10-05
279,SMB Customer 279,Small Business,447.09,2,2023-10-06
280,SMB Customer 280,Small Business,433.44,3,2023-10-07
281,SMB Customer 281,Small Business,448.41,1,2023-10-08
282,SMB Customer 282,Small Business,464.86,1,2023-10-09
283,SMB Customer 283,Small Business,492.58,4,2023-10-10
284,SMB Customer 284,Small Business,407.87,1,2023-10-11
285,SMB Customer 285,Small Business,499.0,4,2023-10-12
286,SMB Customer 286,Small Business,386.44,2,2023-10-13
287,SMB Customer 287,Small Business,440.45,4,2023-10-14
288,SMB Customer 288,Small Business,462.65,2,2023-10-15
289,SMB Customer 289,Small Business,453.43,4,2023-10-16
290,SMB Customer 290,Small Business,426.32,4,2023-10-17
291,SMB Customer 291,Small Business,438.76,1,2023-10-18
292,SMB Customer 292,Small Business,430.21,1,2023-10-19
293,SMB Customer 293,Small Business,427.32,3,2023-10-20
294,SMB Customer 294,Small Business,470.49,2,2023-10-21
295,SMB Customer 295,Small Business,455.71,2,2023-10-22
296,SMB Customer 296,Small Business,424.21,2,2023-10-23
297,SMB Customer 297,Small Business,471.99,3,2023-10-24
298,SMB Customer 298,Small Business,454.22,2,2023-10-25
299,SMB Customer 299,Small Business,469.39,1,2023-10-26
300,SMB Customer 300,Small Business,463.89,4,2023-10-27
301,SMB Customer 301,Small Business,420.13,4,2023-10-28
302,SMB Customer 302,Small Business,428.19,4,2023-10-29
303,SMB Customer 303,Small Business,467.42,2,2023-10-30
304,SMB Customer 304,Small Business,463.31,1,2023-10-31
305,SMB Customer 305,Small Business,444.37,3,2023-11-01
306,SMB Customer 306,Small Business,448.52,1,2023-11-02
307,SMB Customer 307,Small Business,483.33,2,2023-11-03
308,SMB Customer 308,Small Business,427.25,3,2023-11-04
309,SMB Customer 309,Small Business,461.41,3,2023-11-05
310,SMB Customer 310,Small Business,438.93,4,2023-11-06
311,SMB Customer 311,Small Business,438.47,3,2023-11-07
312,SMB Customer 312,Small Business,477.96,3,2023-11-08
313,SMB Customer 313,Small Business,469.76,1,2023-11-09
314,SMB Customer 314,Small Business,469.41,1,2023-11-10
315,SMB Customer 315,Small Business,484.16,2,2023-11-11
316,SMB Customer 316,Small Business,445.63,3,2023-11-12
317,SMB Customer 317,Small Business,465.46,3,2023-11-13
318,SMB Customer 318,Small Business,435.69,2,2023-11-14
319,SMB Customer 319,Small Business,454.72,1,2023-11-15
320,SMB Customer 320,Small Business,441.1,2,2023-11-16
321,SMB Customer 321,Small Business,447.91,1,2023-11-17
322,SMB Customer 322,Small Business,462.85,3,2023-11-18
323,SMB Customer 323,Small Business,420.45,3,2023-11-19
324,SMB Customer 324,Small Business,499.0,4,2023-11-20
325,SMB Customer 325,Small Business,414.82,1,2023-11-21
326,SMB Customer 326,Small Business,408.57,4,2023-11-22
327,SMB Customer 327,Small Business,479.74,4,2023-11-23
328,SMB Customer 328,Small Business,468.75,3,2023-11-24
329,SMB Customer 329,Small Business,463.72,4,2023-11-25
330,SMB Customer 330,Small Business,463.85,1,2023-11-26
331,SMB Customer 331,Small Business,444.63,4,2023-11-27
332,SMB Customer 332,Small Business,418.08,3,2023-11-28
333,SMB Customer 333,Small Business,447.27,2,2023-11-29
334,SMB Customer 334,Small Business,424.69,4,2023-11-30
335,SMB Customer 335,Small Business,474.25,2,2023-12-01
336,SMB Customer 336,Small Business,440.59,1,2023-12-02
337,SMB Customer 337,Small Business,420.24,3,2023-12-03
338,SMB Customer 338,Small Business,435.36,2,2023-12-04
339,SMB Customer 339,Small Business,457.39,1,2023-12-05
340,SMB Customer 340,Small Business,428.09,3,2023-12-06
341,SMB Customer 341,Small Business,420.33,3,2023-12-07
342,SMB Customer 342,Small Business,452.31,3,2023-12-08
343,SMB Customer 343,Small Business,452.35,2,2023-12-09
344,SMB Customer 344,Small Business,429.79,1,2023-12-10
345,SMB Customer 345,Small Business,430.87,1,2023-12-11
346,SMB Customer 346,Small Business,451.96,1,2023-12-12
347,SMB Customer 347,Small Business,401.56,2,2023-12-13
348,SMB Customer 348,Small Business,402.78,2,2023-12-14
349,SMB Customer 349,Small Business,423.45,3,2023-12-15
350,SMB Customer 350,Small Business,438.6,4,2023-12-16
351,SMB Customer 351,Small Business,454.33,4,2023-12-17
352,SMB Customer 352,Small Business,489.26,4,2023-12-18
353,SMB Customer 353,Small Business,470.73,3,2023-12-19
354,SMB Customer 354,Small Business,440.2,2,2023-12-20
355,SMB Customer 355,Small Business,444.43,3,2023-12-21
356,SMB Customer 356,Small Business,414.92,1,2023-12-22
357,SMB Customer 357,Small Business,444.44,3,2023-12-23
358,SMB Customer 358,Small Business,436.34,1,2023-12-24
359,SMB Customer 359,Small Business,454.68,3,2023-12-25
360,SMB Customer 360,Small Business,420.18,1,2023-12-26
361,SMB Customer 361,Small Business,460.58,4,2023-12-27
362,SMB Customer 362,Small Business,490.98,3,2023-12-28
363,SMB Customer 363,Small Business,441.74,3,2023-12-29
364,SMB Customer 364,Small Business,457.05,3,2023-12-30
365,SMB Customer 365,Small Business,465.7,1,2023-12-31
366,SMB Customer 366,Small Business,432.96,3,2023-01-01
367,SMB Customer 367,Small Business,451.72,3,2023-01-02
368,SMB Customer 368,Small Business,445.38,3,2023-01-03
369,SMB Customer 369,Small Business,447.93,3,2023-01-04
370,SMB Customer 370,Small Business,421.81,3,2023-01-05
371,SMB Customer 371,Small Business,445.74,4,2023-01-06
372,SMB Customer 372,Small Business,459.94,4,2023-01-07
373,SMB Customer 373,Small Business,488.53,4,2023-01-08
374,SMB Customer 374,Small Business,473.78,1,2023-01-09
375,SMB Customer 375,Small Business,499.0,2,2023-01-10
376,SMB Customer 376,Small Business,421.98,4,2023-01-11
377,SMB Customer 377,Small Business,471.17,3,2023-01-12
378,SMB Customer 378,Small Business,450.5,1,2023-01-13
379,SMB Customer 379,Small Business,499.0,1,2023-01-14
380,SMB Customer 380,Small Business,420.75,2,2023-01-15
381,SMB Customer 381,Small Business,419.81,4,2023-01-16
382,SMB Customer 382,Small Business,427.02,2,2023-01-17
383,SMB Customer 383,Small Business,381.28,4,2023-01-18
384,SMB Customer 384,Small Business,429.23,2,2023-01-19
385,SMB Customer 385,Small Business,422.23,2,2023-01-20
386,SMB Customer 386,Small Business,449.51,4,2023-01-21
387,SMB Customer 387,Small Business,455.25,3,2023-01-22
388,SMB Customer 388,Small Business,499.0,2,2023-01-23
389,SMB Customer 389,Small Business,473.51,3,2023-01-24
390,SMB Customer 390,Small Business,427.69,4,2023-01-25
391,SMB Customer 391,Small Business,418.05,4,2023-01-26
392,SMB Customer 392,Small Business,459.76,3,2023-01-27
393,SMB Customer 393,Small Business,405.39,3,2023-01-28
394,SMB Customer 394,Small Business,499.0,1,2023-01-29
395,SMB Customer 395,Small Business,480.38,1,2023-01-30
396,SMB Customer 396,Small Business,430.92,4,2023-01-31
397,SMB Customer 397,Small Business,393.61,4,2023-02-01
398,SMB Customer 398,Small Business,485.62,4,2023-02-02
399,SMB Customer 399,Small Business,441.56,4,2023-02-03
400,SMB Customer 400,Small Business,482.13,3,2023-02-04
401,SMB Customer 401,Small Business,397.17,2,2023-02-05
402,SMB Customer 402,Small Business,427.02,2,2023-02-06
403,SMB Customer 403,Small Business,445.16,3,2023-02-07
404,SMB Customer 404,Small Business,446.41,1,2023-02-08
405,SMB Customer 405,Small Business,431.5,3,2023-02-09
406,SMB Customer 406,Small Business,463.69,4,2023-02-10
407,SMB Customer 407,Small Business,412.97,2,2023-02-11
408,SMB Customer 408,Small Business,440.73,2,2023-02-12
409,SMB Customer 409,Small Business,448.61,4,2023-02-13
410,SMB Customer 410,Small Business,460.43,2,2023-02-14
411,SMB Customer 411,Small Business,466.35,3,2023-02-15
412,SMB Customer 412,Small Business,411.26,1,2023-02-16
413,SMB Customer 413,Small Business,398.98,2,2023-02-17
414,SMB Customer 414,Small Business,483.33,3,2023-02-18
415,SMB Customer 415,Small Business,454.97,2,2023-02-19
416,SMB Customer 416,Small Business,422.55,4,2023-02-20
417,SMB Customer 417,Small Business,491.53,4,2023-02-21
418,SMB Customer 418,Small Business,448.47,3,2023-02-22
419,SMB Customer 419,Small Business,480.38,1,2023-02-23
420,SMB Customer 420,Small Business,447.03,2,2023-02-24
421,SMB Customer 421,Small Business,499.0,3,2023-02-25
422,SMB Customer 422,Small Business,497.66,4,2023-02-26
423,SMB Customer 423,Small Business,437.53,2,2023-02-27
424,SMB Customer 424,Small Business,474.15,3,2023-02-28
425,SMB Customer 425,Small Business,464.36,4,2023-03-01
426,SMB Customer 426,Small Business,486.06,2,2023-03-02
427,SMB Customer 427,Small Business,416.05,3,2023-03-03
428,SMB Customer 428,Small Business,465.58,4,2023-03-04
429,SMB Customer 429,Small Business,476.75,1,2023-03-05
430,SMB Customer 430,Small Business,392.24,3,2023-03-06
431,SMB Customer 431,Small Business,409.5,3,2023-03-07
432,SMB Customer 432,Small Business,383.82,4,2023-03-08
433,SMB Customer 433,Small Business,436.92,2,2023-03-09
434,SMB Customer 434,Small Business,466.53,1,2023-03-10
435,SMB Customer 435,Small Business,490.07,4,2023-03-11
436,SMB Customer 436,Small Business,447.22,1,2023-03-12
437,SMB Customer 437,Small Business,493.86,3,2023-03-13
438,SMB Customer 438,Small Business,403.6,1,2023-03-14
439,SMB Customer 439,Small Business,393.9,2,2023-03-15
440,SMB Customer 440,Small Business,443.33,2,2023-03-16
441,SMB Customer 441,Small Business,456.52,2,2023-03-17
442,SMB Customer 442,Small Business,444.02,2,2023-03-18
443,SMB Customer 443,Small Business,382.98,2,2023-03-19
444,SMB Customer 444,Small Business,442.33,2,2023-03-20
445,SMB Customer 445,Small Business,405.87,3,2023-03-21
446,SMB Customer 446,Small Business,465.09,2,2023-03-22
447,SMB Customer 447,Small Business,456.0,2,2023-03-23
448,SMB Customer 448,Small Business,416.8,4,2023-03-24
449,SMB Customer 449,Small Business,429.58,2,2023-03-25
450,SMB Customer 450,Small Business,413.22,3,2023-03-26
451,SMB Customer 451,Small Business,443.12,3,2023-03-27
452,SMB Customer 452,Small Business,473.65,3,2023-03-28
453,SMB Customer 453,Small Business,415.43,4,2023-03-29
454,SMB Customer 454,Small Business,460.12,2,2023-03-30
455,SMB Customer 455,Small Business,429.09,1,2023-03-31
456,SMB Customer 456,Small Business,421.21,3,2023-04-01
457,SMB Customer 457,Small Business,441.79,4,2023-04-02
458,SMB Customer 458,Small Business,413.94,1,2023-04-03
459,SMB Customer 459,Small Business,428.39,3,2023-04-04
460,SMB Customer 460,Small Business,409.06,2,2023-04-05
461,SMB Customer 461,Small Business,499.0,2,2023-04-06
462,SMB Customer 462,Small Business,446.06,3,2023-04-07
463,SMB Customer 463,Small Business,424.01,3,2023-04-08
464,SMB Customer 464,Small Business,451.42,3,2023-04-09
465,SMB Customer 465,Small Business,441.63,4,2023-04-10
466,SMB Customer 466,Small Business,438.37,2,2023-04-11
467,SMB Customer 467,Small Business,463.43,2,2023-04-12
468,SMB Customer 468,Small Business,467.73,2,2023-04-13
469,SMB Customer 469,Small Business,429.08,2,2023-04-14
470,SMB Customer 470,Small Business,427.73,1,2023-04-15
471,SMB Customer 471,Small Business,436.75,3,2023-04-16
472,SMB Customer 472,Small Business,375.94,4,2023-04-17
473,SMB Customer 473,Small Business,399.54,4,2023-04-18
474,SMB Customer 474,Small Business,486.01,2,2023-04-19
475,SMB Customer 475,Small Business,494.35,4,2023-04-20
476,SMB Customer 476,Small Business,437.53,1,2023-04-21
477,SMB Customer 477,Small Business,462.3,4,2023-04-22
478,SMB Customer 478,Small Business,454.34,1,2023-04-23
479,SMB Customer 479,Small Business,499.0,4,2023-04-24
480,SMB Customer 480,Small Business,478.59,3,2023-04-25
