customer_id,customer_name,customer_type,product,region,revenue,churn,signup_date
68,Enterprise Client 68,Enterprise,Cloud Platform,APAC,50634.33,0,2023-07-21
69,Enterprise Client 69,Enterprise,Cloud Platform,North America,85857.45,0,2023-07-24
70,Enterprise Client 70,Enterprise,Cloud Platform,North America,89706.43,0,2023-07-27
71,Enterprise Client 71,Enterprise,Analytics Pro,EMEA,81966.49,0,2023-07-30
72,Enterprise Client 72,Enterprise,Security Suite,North America,60084.64,0,2023-08-02
73,Enterprise Client 73,Enterprise,Security Suite,EMEA,66904.86,0,2023-08-05
74,Enterprise Client 74,Enterprise,Analytics Pro,EMEA,102231.48,0,2023-08-08
75,Enterprise Client 75,Enterprise,Cloud Platform,North America,51277.35,0,2023-08-11
76,Enterprise Client 76,Enterprise,Developer Tools,North America,61414.57,0,2023-08-14
77,Enterprise Client 77,Enterprise,Analytics Pro,EMEA,105119.47,0,2023-08-17
78,Enterprise Client 78,Enterprise,Analytics Pro,North America,78857.73,0,2023-08-20
79,Enterprise Client 79,Enterprise,Security Suite,North America,58127.1,0,2023-08-23
80,Enterprise Client 80,Enterprise,Analytics Pro,North America,46599.8,0,2023-08-26
81,Enterprise Client 81,Enterprise,Developer Tools,APAC,108384.37,0,2023-08-29
82,Enterprise Client 82,Enterprise,Cloud Platform,APAC,69923.4,0,2023-09-01
83,Enterprise Client 83,Enterprise,Developer Tools,LATAM,73836.63,0,2023-09-04
84,Enterprise Client 84,Enterprise,Cloud Platform,North America,102486.81,0,2023-09-07
85,Enterprise Client 85,Enterprise,Cloud Platform,North America,102360.51,0,2023-09-10
86,Enterprise Client 86,Enterprise,Developer Tools,EMEA,82510.56,0,2023-09-13
87,Enterprise Client 87,Enterprise,Cloud Platform,EMEA,83404.81,0,2023-09-16
88,Enterprise Client 88,Enterprise,Cloud Platform,EMEA,111729.07,0,2023-09-19
89,Enterprise Client 89,Enterprise,Security Suite,EMEA,104129.89,0,2023-09-22
90,Enterprise Client 90,Enterprise,Cloud Platform,North America,92335.39,0,2023-09-25
91,Enterprise Client 91,Enterprise,Security Suite,APAC,99543.17,0,2023-09-28
92,Enterprise Client 92,Enterprise,Analytics Pro,EMEA,106548.79,0,2023-10-01
93,Enterprise Client 93,Enterprise,Analytics Pro,EMEA,98796.89,0,2023-10-04
94,Enterprise Client 94,Enterprise,Security Suite,North America,98628.12,0,2023-10-07
95,Enterprise Client 95,Enterprise,Cloud Platform,EMEA,70289.21,0,2023-10-10
96,Enterprise Client 96,Enterprise,Analytics Pro,EMEA,47383.88,0,2023-10-13
97,Enterprise Client 97,Enterprise,Analytics Pro,North America,64284.25,0,2023-10-16
98,Enterprise Client 98,Enterprise,Security Suite,North America,47478.69,0,2023-10-19
99,Enterprise Client 99,Enterprise,Analytics Pro,EMEA,53528.88,0,2023-10-22
100,Enterprise Client 100,Enterprise,Analytics Pro,North America,59514.88,0,2023-10-25
101,SMB Client 101,SMB,Analytics Pro,EMEA,939.54,1,2023-01-01
102,SMB Client 102,SMB,Security Suite,LATAM,2521.06,1,2023-01-02
103,SMB Client 103,SMB,Analytics Pro,APAC,2194.01,1,2023-01-03
104,SMB Client 104,SMB,Analytics Pro,North America,1531.25,1,2023-01-04
105,SMB Client 105,SMB,Developer Tools,APAC,868.45,1,2023-01-05
106,SMB Client 106,SMB,Analytics Pro,North America,2679.13,1,2023-01-06
107,SMB Client 107,SMB,Analytics Pro,EMEA,1222.38,1,2023-01-07
108,SMB Client 108,SMB,Security Suite,North America,2729.41,1,2023-01-08
109,SMB Client 109,SMB,Security Suite,EMEA,3378.14,1,2023-01-09
110,SMB Client 110,SMB,Analytics Pro,North America,2451.65,1,2023-01-10
111,SMB Client 111,SMB,Developer Tools,North America,1761.13,1,2023-01-11
112,SMB Client 112,SMB,Cloud Platform,North America,1113.4,1,2023-01-12
113,SMB Client 113,SMB,Security Suite,EMEA,3109.74,1,2023-01-13
114,SMB Client 114,SMB,Analytics Pro,EMEA,1064.15,1,2023-01-14
115,SMB Client 115,SMB,Analytics Pro,North America,1267.65,1,2023-01-15
116,SMB Client 116,SMB,Security Suite,North America,2462.8,1,2023-01-16
117,SMB Client 117,SMB,Security Suite,EMEA,1811.45,1,2023-01-17
118,SMB Client 118,SMB,Security Suite,North America,3112.52,1,2023-01-18
119,SMB Client 119,SMB,Security Suite,North America,990.54,1,2023-01-19
120,SMB Client 120,SMB,Developer Tools,EMEA,2381.59,1,2023-01-20
121,SMB Client 121,SMB,Security Suite,EMEA,1848.06,1,2023-01-21
122,SMB Client 122,SMB,Developer Tools,North America,2273.17,1,2023-01-22
123,SMB Client 123,SMB,Developer Tools,North America,3395.21,1,2023-01-23
124,SMB Client 124,SMB,Cloud Platform,North America,987.28,1,2023-01-24
125,SMB Client 125,SMB,Security Suite,North America,1055.0,1,2023-01-25
126,SMB Client 126,SMB,Developer Tools,North America,1661.23,1,2023-01-26
127,SMB Client 127,SMB,Analytics Pro,North America,2999.06,1,2023-01-27
128,SMB Client 128,SMB,Security Suite,APAC,2681.19,1,2023-01-28
129,SMB Client 129,SMB,Developer Tools,North America,2784.69,1,2023-01-29
130,SMB Client 130,SMB,Developer Tools,APAC,1279.09,1,2023-01-30
131,SMB Client 131,SMB,Analytics Pro,North America,3474.36,1,2023-01-31
132,SMB Client 132,SMB,Analytics Pro,LATAM,2896.31,1,2023-02-01
133,SMB Client 133,SMB,Analytics Pro,APAC,3117.71,1,2023-02-02
134,SMB Client 134,SMB,Cloud Platform,LATAM,2837.27,1,2023-02-03
135,SMB Client 135,SMB,Developer Tools,North America,2164.18,1,2023-02-04
136,SMB Client 136,SMB,Analytics Pro,North America,3217.91,1,2023-02-05
137,SMB Client 137,SMB,Cloud Platform,North America,3244.53,1,2023-02-06
138,SMB Client 138,SMB,Developer Tools,EMEA,3365.17,1,2023-02-07
139,SMB Client 139,SMB,Analytics Pro,North America,2505.96,1,2023-02-08
140,SMB Client 140,SMB,Security Suite,APAC,1687.39,1,2023-02-09
141,SMB Client 141,SMB,Developer Tools,North America,2937.26,1,2023-02-10
142,SMB Client 142,SMB,Cloud Platform,EMEA,2134.93,1,2023-02-11
143,SMB Client 143,SMB,Developer Tools,North America,1992.13,1,2023-02-12
144,SMB Client 144,SMB,Cloud Platform,APAC,1116.08,1,2023-02-13
145,SMB Client 145,SMB,Cloud Platform,North America,2469.19,1,2023-02-14
146,SMB Client 146,SMB,Cloud Platform,APAC,2692.62,1,2023-02-15
147,SMB Client 147,SMB,Cloud Platform,North America,2706.85,1,2023-02-16
148,SMB Client 148,SMB,Analytics Pro,North America,3463.93,1,2023-02-17
149,SMB Client 149,SMB,Developer Tools,LATAM,2994.56,1,2023-02-18
150,SMB Client 150,SMB,Analytics Pro,North America,2834.12,1,2023-02-19
151,SMB Client 151,SMB,Analytics Pro,EMEA,2898.3,1,2023-02-20
152,SMB Client 152,SMB,Cloud Platform,EMEA,3247.16,1,2023-02-21
153,SMB Client 153,SMB,Analytics Pro,North America,830.65,1,2023-02-22
154,SMB Client 154,SMB,Cloud Platform,EMEA,1120.81,1,2023-02-23
155,SMB Client 155,SMB,Analytics Pro,LATAM,2814.32,1,2023-02-24
156,SMB Client 156,SMB,Analytics Pro,APAC,1812.15,1,2023-02-25
157,SMB Client 157,SMB,Developer Tools,North America,1403.71,1,2023-02-26
158,SMB Client 158,SMB,Cloud Platform,APAC,3418.67,1,2023-02-27
159,SMB Client 159,SMB,Developer Tools,North America,2224.79,1,2023-02-28
160,SMB Client 160,SMB,Developer Tools,EMEA,2295.41,1,2023-03-01
161,SMB Client 161,SMB,Security Suite,EMEA,2499.38,1,2023-03-02
162,SMB Client 162,SMB,Analytics Pro,LATAM,2494.41,1,2023-03-03
163,SMB Client 163,SMB,Analytics Pro,LATAM,922.71,1,2023-03-04
164,SMB Client 164,SMB,Analytics Pro,EMEA,3203.71,1,2023-03-05
165,SMB Client 165,SMB,Cloud Platform,EMEA,1548.93,1,2023-03-06
166,SMB Client 166,SMB,Analytics Pro,North America,1754.05,1,2023-03-07
167,SMB Client 167,SMB,Developer Tools,EMEA,3430.87,1,2023-03-08
168,SMB Client 168,SMB,Analytics Pro,APAC,2247.46,1,2023-03-09
169,SMB Client 169,SMB,Cloud Platform,LATAM,2648.77,1,2023-03-10
170,SMB Client 170,SMB,Developer Tools,APAC,3020.85,1,2023-03-11
171,SMB Client 171,SMB,Analytics Pro,LATAM,2456.22,1,2023-03-12
172,SMB Client 172,SMB,Cloud Platform,North America,3138.37,1,2023-03-13
173,SMB Client 173,SMB,Developer Tools,LATAM,1816.45,1,2023-03-14
174,SMB Client 174,SMB,Analytics Pro,North America,1206.13,1,2023-03-15
175,SMB Client 175,SMB,Developer Tools,APAC,3418.77,1,2023-03-16
176,SMB Client 176,SMB,Analytics Pro,North America,2065.47,1,2023-03-17
177,SMB Client 177,SMB,Developer Tools,APAC,952.21,1,2023-03-18
178,SMB Client 178,SMB,Developer Tools,EMEA,3499.24,1,2023-03-19
179,SMB Client 179,SMB,Developer Tools,APAC,2876.27,1,2023-03-20
180,SMB Client 180,SMB,Analytics Pro,North America,1467.84,1,2023-03-21
181,SMB Client 181,SMB,Security Suite,North America,3375.94,1,2023-03-22
182,SMB Client 182,SMB,Security Suite,North America,2613.59,1,2023-03-23
183,SMB Client 183,SMB,Security Suite,EMEA,1106.61,1,2023-03-24
184,SMB Client 184,SMB,Analytics Pro,APAC,2885.26,1,2023-03-25
185,SMB Client 185,SMB,Analytics Pro,APAC,2290.15,1,2023-03-26
186,SMB Client 186,SMB,Cloud Platform,North America,1889.4,1,2023-03-27
187,SMB Client 187,SMB,Security Suite,APAC,2838.87,1,2023-03-28
188,SMB Client 188,SMB,Cloud Platform,North America,1375.0,1,2023-03-29
189,SMB Client 189,SMB,Analytics Pro,North America,1746.59,1,2023-03-30
190,SMB Client 190,SMB,Developer Tools,North America,1981.18,1,2023-03-31
191,SMB Client 191,SMB,Developer Tools,North America,2187.77,1,2023-04-01
192,SMB Client 192,SMB,Developer Tools,LATAM,2479.63,1,2023-04-02
193,SMB Client 193,SMB,Developer Tools,EMEA,1197.1,1,2023-04-03
194,SMB Client 194,SMB,Analytics Pro,LATAM,1497.26,1,2023-04-04
195,SMB Client 195,SMB,Analytics Pro,EMEA,2130.07,1,2023-04-05
196,SMB Client 196,SMB,Cloud Platform,North America,1448.39,1,2023-04-06
197,SMB Client 197,SMB,Cloud Platform,North America,1145.72,0,2023-04-07
198,SMB Client 198,SMB,Cloud Platform,North America,2530.36,0,2023-04-08
199,SMB Client 199,SMB,Analytics Pro,EMEA,3221.33,0,2023-04-09
200,SMB Client 200,SMB,Cloud Platform,North America,1265.26,0,2023-04-10
201,SMB Client 201,SMB,Analytics Pro,North America,1256.12,0,2023-04-11
202,SMB Client 202,SMB,Cloud Platform,EMEA,1039.5,0,2023-04-12
203,SMB Client 203,SMB,Analytics Pro,EMEA,1357.1,0,2023-04-13
204,SMB Client 204,SMB,Cloud Platform,APAC,2664.07,0,2023-04-14
205,SMB Client 205,SMB,Cloud Platform,APAC,2495.33,0,2023-04-15
206,SMB Client 206,SMB,Cloud Platform,North America,3286.36,0,2023-04-16
207,SMB Client 207,SMB,Security Suite,North America,2976.74,0,2023-04-17
208,SMB Client 208,SMB,Analytics Pro,EMEA,1365.24,0,2023-04-18
209,SMB Client 209,SMB,Analytics Pro,EMEA,2469.29,0,2023-04-19
210,SMB Client 210,SMB,Cloud Platform,North America,2818.17,0,2023-04-20
211,SMB Client 211,SMB,Developer Tools,EMEA,2726.04,0,2023-04-21
212,SMB Client 212,SMB,Cloud Platform,EMEA,2236.71,0,2023-04-22
213,SMB Client 213,SMB,Cloud Platform,North America,2238.07,0,2023-04-23
214,SMB Client 214,SMB,Cloud Platform,North America,1818.67,0,2023-04-24
215,SMB Client 215,SMB,Analytics Pro,North America,1370.91,0,2023-04-25
216,SMB Client 216,SMB,Analytics Pro,EMEA,3204.42,0,2023-04-26
217,SMB Client 217,SMB,Analytics Pro,North America,2930.76,0,2023-04-27
218,SMB Client 218,SMB,Analytics Pro,APAC,2250.19,0,2023-04-28
219,SMB Client 219,SMB,Cloud Platform,North America,1965.48,0,2023-04-29
220,SMB Client 220,SMB,Security Suite,EMEA,1780.32,0,2023-04-30
221,SMB Client 221,SMB,Developer Tools,EMEA,1761.46,0,2023-05-01
222,SMB Client 222,SMB,Cloud Platform,North America,1440.51,0,2023-05-02
223,SMB Client 223,SMB,Cloud Platform,North America,1464.09,0,2023-05-03
224,SMB Client 224,SMB,Cloud Platform,APAC,1569.76,0,2023-05-04
225,SMB Client 225,SMB,Analytics Pro,EMEA,1016.63,0,2023-05-05
226,SMB Client 226,SMB,Cloud Platform,North America,3452.42,0,2023-05-06
227,SMB Client 227,SMB,Developer Tools,APAC,3417.57,0,2023-05-07
228,SMB Client 228,SMB,Cloud Platform,EMEA,1496.34,0,2023-05-08
229,SMB Client 229,SMB,Analytics Pro,EMEA,3309.32,0,2023-05-09
230,SMB Client 230,SMB,Developer Tools,North America,1555.94,0,2023-05-10
231,SMB Client 231,SMB,Analytics Pro,EMEA,1673.93,0,2023-05-11
232,SMB Client 232,SMB,Cloud Platform,EMEA,1454.51,0,2023-05-12
233,SMB Client 233,SMB,Analytics Pro,North America,1579.3,0,2023-05-13
234,SMB Client 234,SMB,Analytics Pro,North America,2099.08,0,2023-05-14
235,SMB Client 235,SMB,Cloud Platform,North America,1708.83,0,2023-05-15
236,SMB Client 236,SMB,Analytics Pro,APAC,3472.89,0,2023-05-16
237,SMB Client 237,SMB,Security Suite,APAC,1487.53,0,2023-05-17
238,SMB Client 238,SMB,Analytics Pro,EMEA,2408.22,0,2023-05-18
239,SMB Client 239,SMB,Developer Tools,APAC,1741.94,0,2023-05-19
240,SMB Client 240,SMB,Cloud Platform,APAC,3405.57,0,2023-05-20
241,SMB Client 241,SMB,Cloud Platform,North America,3333.52,0,2023-05-21
242,SMB Client 242,SMB,Analytics Pro,APAC,2801.03,0,2023-05-22
243,SMB Client 243,SMB,Developer Tools,North America,1177.39,0,2023-05-23
244,SMB Client 244,SMB,Cloud Platform,APAC,1241.87,0,2023-05-24
245,SMB Client 245,SMB,Analytics Pro,North America,2596.03,0,2023-05-25
246,SMB Client 246,SMB,Analytics Pro,APAC,3168.44,0,2023-05-26
247,SMB Client 247,SMB,Analytics Pro,EMEA,1985.66,0,2023-05-27
248,SMB Client 248,SMB,Security Suite,EMEA,1613.72,0,2023-05-28
249,SMB Client 249,SMB,Developer Tools,North America,1426.97,0,2023-05-29
250,SMB Client 250,SMB,Developer Tools,EMEA,2267.59,0,2023-05-30
251,SMB Client 251,SMB,Developer Tools,EMEA,1115.62,0,2023-05-31
252,SMB Client 252,SMB,Cloud Platform,APAC,1704.25,0,2023-06-01
253,SMB Client 253,SMB,Analytics Pro,APAC,2474.2,0,2023-06-02
254,SMB Client 254,SMB,Cloud Platform,North America,2929.21,0,2023-06-03
255,SMB Client 255,SMB,Security Suite,North America,1470.92,0,2023-06-04
256,SMB Client 256,SMB,Developer Tools,APAC,2338.7,0,2023-06-05
257,SMB Client 257,SMB,Developer Tools,North America,1723.62,0,2023-06-06
258,SMB Client 258,SMB,Cloud Platform,North America,3085.42,0,2023-06-07
259,SMB Client 259,SMB,Cloud Platform,North America,2952.7,0,2023-06-08
260,SMB Client 260,SMB,Security Suite,EMEA,2750.08,0,2023-06-09
261,SMB Client 261,SMB,Analytics Pro,North America,2673.66,0,2023-06-10
262,SMB Client 262,SMB,Cloud Platform,LATAM,1733.38,0,2023-06-11
263,SMB Client 263,SMB,Analytics Pro,EMEA,2375.16,0,2023-06-12
264,SMB Client 264,SMB,Cloud Platform,EMEA,3357.67,0,2023-06-13
265,SMB Client 265,SMB,Security Suite,North America,2165.9,0,2023-06-14
266,SMB Client 266,SMB,Developer Tools,EMEA,3154.73,0,2023-06-15
267,SMB Client 267,SMB,Developer Tools,APAC,2680.96,0,2023-06-16
268,SMB Client 268,SMB,Analytics Pro,EMEA,1211.86,0,2023-06-17
269,SMB Client 269,SMB,Security Suite,LATAM,1945.15,0,2023-06-18
270,SMB Client 270,SMB,Analytics Pro,North America,3299.03,0,2023-06-19
271,SMB Client 271,SMB,Developer Tools,North America,3459.07,0,2023-06-20
272,SMB Client 272,SMB,Developer Tools,EMEA,3286.27,0,2023-06-21
273,SMB Client 273,SMB,Analytics Pro,North America,2396.44,0,2023-06-22
274,SMB Client 274,SMB,Developer Tools,North America,1705.03,0,2023-06-23
275,SMB Client 275,SMB,Analytics Pro,EMEA,1700.45,0,2023-06-24
276,SMB Client 276,SMB,Analytics Pro,North America,3283.61,0,2023-06-25
277,SMB Client 277,SMB,Analytics Pro,North America,2791.25,0,2023-06-26
278,SMB Client 278,SMB,Cloud Platform,North America,2021.59,0,2023-06-27
279,SMB Client 279,SMB,Analytics Pro,LATAM,2145.59,0,2023-06-28
280,SMB Client 280,SMB,Analytics Pro,EMEA,1778.46,0,2023-06-29
281,SMB Client 281,SMB,Security Suite,North America,835.36,0,2023-06-30
282,SMB Client 282,SMB,Cloud Platform,EMEA,3394.89,0,2023-07-01
283,SMB Client 283,SMB,Developer Tools,EMEA,1030.44,0,2023-07-02
284,SMB Client 284,SMB,Cloud Platform,APAC,2407.54,0,2023-07-03
285,SMB Client 285,SMB,Developer Tools,North America,1366.75,0,2023-07-04
286,SMB Client 286,SMB,Cloud Platform,EMEA,1314.86,0,2023-07-05
287,SMB Client 287,SMB,Cloud Platform,APAC,2325.07,0,2023-07-06
288,SMB Client 288,SMB,Analytics Pro,EMEA,2023.88,0,2023-07-07
289,SMB Client 289,SMB,Analytics Pro,North America,1882.06,0,2023-07-08
290,SMB Client 290,SMB,Developer Tools,LATAM,1291.21,0,2023-07-09
291,SMB Client 291,SMB,Analytics Pro,EMEA,1807.94,0,2023-07-10
292,SMB Client 292,SMB,Cloud Platform,North America,1903.58,0,2023-07-11
293,SMB Client 293,SMB,Security Suite,North America,2733.13,0,2023-07-12
294,SMB Client 294,SMB,Cloud Platform,EMEA,1399.32,0,2023-07-13
295,SMB Client 295,SMB,Cloud Platform,APAC,853.22,0,2023-07-14
296,SMB Client 296,SMB,Security Suite,North America,1282.07,0,2023-07-15
297,SMB Client 297,SMB,Cloud Platform,APAC,1068.49,0,2023-07-16
298,SMB Client 298,SMB,Developer Tools,North America,3110.38,0,2023-07-17
299,SMB Client 299,SMB,Cloud Platform,North America,2603.83,0,2023-07-18
300,SMB Client 300,SMB,Cloud Platform,North America,3220.11,0,2023-07-19
301,SMB Client 301,SMB,Cloud Platform,North America,1361.29,0,2023-07-20
302,SMB Client 302,SMB,Analytics Pro,APAC,2374.21,0,2023-07-21
303,SMB Client 303,SMB,Analytics Pro,North America,3007.1,0,2023-07-22
304,SMB Client 304,SMB,Analytics Pro,North America,1825.17,0,2023-07-23
305,SMB Client 305,SMB,Analytics Pro,EMEA,2485.2,0,2023-07-24
306,SMB Client 306,SMB,Analytics Pro,LATAM,1977.54,0,2023-07-25
307,SMB Client 307,SMB,Cloud Platform,APAC,2861.74,0,2023-07-26
308,SMB Client 308,SMB,Developer Tools,APAC,2116.06,0,2023-07-27
309,SMB Client 309,SMB,Cloud Platform,North America,1948.08,0,2023-07-28
310,SMB Client 310,SMB,Security Suite,North America,2262.41,0,2023-07-29
311,SMB Client 311,SMB,Developer Tools,LATAM,1176.26,0,2023-07-30
312,SMB Client 312,SMB,Cloud Platform,North America,2219.36,0,2023-07-31
313,SMB Client 313,SMB,Developer Tools,North America,849.65,0,2023-08-01
314,SMB Client 314,SMB,Analytics Pro,EMEA,2356.59,0,2023-08-02
315,SMB Client 315,SMB,Developer Tools,North America,2558.84,0,2023-08-03
316,SMB Client 316,SMB,Cloud Platform,LATAM,829.69,0,2023-08-04
317,SMB Client 317,SMB,Analytics Pro,EMEA,3159.5,0,2023-08-05
318,SMB Client 318,SMB,Cloud Platform,LATAM,2595.6,0,2023-08-06
319,SMB Client 319,SMB,Analytics Pro,EMEA,1930.68,0,2023-08-07
320,SMB Client 320,SMB,Cloud Platform,APAC,926.81,0,2023-08-08
321,SMB Client 321,SMB,Security Suite,North America,1023.56,0,2023-08-09
322,SMB Client 322,SMB,Analytics Pro,North America,1851.1,0,2023-08-10
323,SMB Client 323,SMB,Analytics Pro,EMEA,2741.42,0,2023-08-11
324,SMB Client 324,SMB,Security Suite,LATAM,2085.34,0,2023-08-12
325,SMB Client 325,SMB,Cloud Platform,North America,2777.94,0,2023-08-13
326,SMB Client 326,SMB,Analytics Pro,North America,1508.11,0,2023-08-14
327,SMB Client 327,SMB,Analytics Pro,North America,2140.19,0,2023-08-15
328,SMB Client 328,SMB,Cloud Platform,North America,2881.46,0,2023-08-16
329,SMB Client 329,SMB,Analytics Pro,EMEA,2766.11,0,2023-08-17
330,SMB Client 330,SMB,Cloud Platform,APAC,1974.03,0,2023-08-18
331,SMB Client 331,SMB,Security Suite,North America,2958.42,0,2023-08-19
332,SMB Client 332,SMB,Analytics Pro,North America,2393.62,0,2023-08-20
333,SMB Client 333,SMB,Cloud Platform,LATAM,3276.75,0,2023-08-21
334,SMB Client 334,SMB,Cloud Platform,EMEA,2004.22,0,2023-08-22
335,SMB Client 335,SMB,Security Suite,APAC,3156.95,0,2023-08-23
336,SMB Client 336,SMB,Security Suite,APAC,2578.72,0,2023-08-24
337,SMB Client 337,SMB,Analytics Pro,North America,1474.1,0,2023-08-25
338,SMB Client 338,SMB,Developer Tools,North America,3466.7,0,2023-08-26
339,SMB Client 339,SMB,Developer Tools,North America,2705.05,0,2023-08-27
340,SMB Client 340,SMB,Developer Tools,North America,2333.45,0,2023-08-28
341,SMB Client 341,SMB,Analytics Pro,LATAM,2683.03,0,2023-08-29
342,SMB Client 342,SMB,Developer Tools,EMEA,3421.86,0,2023-08-30
343,SMB Client 343,SMB,Developer Tools,North America,3127.52,0,2023-08-31
344,SMB Client 344,SMB,Cloud Platform,EMEA,3038.07,0,2023-09-01
