user_id,session_id,traffic_source,device_type,signup_clicked,email_entered,password_created,email_verified,payment_added,first_purchase,purchase_amount,created_at
29,sess_00029,Paid Ad,Tablet,1,1,1,1,1,1,118.25,2024-01-01 07:15:00
30,sess_00030,Referral,Desktop,1,1,1,1,1,1,166.72,2024-01-01 07:30:00
31,sess_00031,Social Media,Mobile,1,1,1,1,1,1,166.8,2024-01-01 07:45:00
32,sess_00032,Organic Search,Tablet,1,1,1,1,1,1,159.61,2024-01-01 08:00:00
33,sess_00033,Paid Ad,Desktop,1,1,1,1,1,1,125.14,2024-01-01 08:15:00
34,sess_00034,Referral,Mobile,1,1,1,1,1,1,156.24,2024-01-01 08:30:00
35,sess_00035,Social Media,Tablet,1,1,1,1,1,1,120.42,2024-01-01 08:45:00
36,sess_00036,Organic Search,Desktop,1,1,1,1,1,1,143.68,2024-01-01 09:00:00
37,sess_00037,Paid Ad,Mobile,1,1,1,1,1,1,175.74,2024-01-01 09:15:00
38,sess_00038,Referral,Tablet,1,1,1,1,1,1,169.92,2024-01-01 09:30:00
39,sess_00039,Social Media,Desktop,1,1,1,1,1,1,150.38,2024-01-01 09:45:00
40,sess_00040,Organic Search,Mobile,1,1,1,1,1,1,125.63,2024-01-01 10:00:00
41,sess_00041,Paid Ad,Tablet,1,1,1,1,1,1,166.14,2024-01-01 10:15:00
42,sess_00042,Referral,Desktop,1,1,1,1,1,1,150.48,2024-01-01 10:30:00
43,sess_00043,Social Media,Mobile,1,1,1,1,1,1,91.99,2024-01-01 10:45:00
44,sess_00044,Organic Search,Tablet,1,1,1,1,1,1,169.57,2024-01-01 11:00:00
45,sess_00045,Paid Ad,Desktop,1,1,1,1,1,1,149.39,2024-01-01 11:15:00
46,sess_00046,Referral,Mobile,1,1,1,1,1,1,180.06,2024-01-01 11:30:00
47,sess_00047,Social Media,Tablet,1,1,1,1,1,1,122.62,2024-01-01 11:45:00
48,sess_00048,Organic Search,Desktop,1,1,1,1,1,1,70.58,2024-01-01 12:00:00
49,sess_00049,Paid Ad,Mobile,1,1,1,1,1,1,156.98,2024-01-01 12:15:00
50,sess_00050,Referral,Tablet,1,1,1,1,1,1,157.29,2024-01-01 12:30:00
51,sess_00051,Social Media,Desktop,1,1,1,1,1,1,107.73,2024-01-01 12:45:00
52,sess_00052,Organic Search,Mobile,1,1,1,1,1,1,125.54,2024-01-01 13:00:00
53,sess_00053,Paid Ad,Tablet,1,1,1,1,1,1,218.88,2024-01-01 13:15:00
54,sess_00054,Referral,Desktop,1,1,1,1,1,1,142.36,2024-01-01 13:30:00
55,sess_00055,Social Media,Mobile,1,1,1,1,1,1,168.27,2024-01-01 13:45:00
56,sess_00056,Organic Search,Tablet,1,1,1,1,1,1,133.73,2024-01-01 14:00:00
57,sess_00057,Paid Ad,Desktop,1,1,1,1,1,1,97.74,2024-01-01 14:15:00
58,sess_00058,Referral,Mobile,1,1,1,1,1,1,145.74,2024-01-01 14:30:00
59,sess_00059,Social Media,Tablet,1,1,1,1,1,1,143.36,2024-01-01 14:45:00
60,sess_00060,Organic Search,Desktop,1,1,1,1,1,1,140.0,2024-01-01 15:00:00
61,sess_00061,Paid Ad,Mobile,1,1,1,1,1,1,147.13,2024-01-01 15:15:00
62,sess_00062,Referral,Tablet,1,1,1,1,1,1,156.61,2024-01-01 15:30:00
63,sess_00063,Social Media,Desktop,1,1,1,1,1,1,146.25,2024-01-01 15:45:00
64,sess_00064,Organic Search,Mobile,1,1,1,1,1,1,118.4,2024-01-01 16:00:00
65,sess_00065,Paid Ad,Tablet,1,1,1,1,1,1,162.15,2024-01-01 16:15:00
66,sess_00066,Referral,Desktop,1,1,1,1,1,1,101.27,2024-01-01 16:30:00
67,sess_00067,Social Media,Mobile,1,1,1,1,1,1,98.74,2024-01-01 16:45:00
68,sess_00068,Organic Search,Tablet,1,1,1,1,1,1,168.48,2024-01-01 17:00:00
69,sess_00069,Paid Ad,Desktop,1,1,1,1,1,1,162.68,2024-01-01 17:15:00
70,sess_00070,Referral,Mobile,1,1,1,1,1,1,148.57,2024-01-01 17:30:00
71,sess_00071,Social Media,Tablet,1,1,1,1,1,1,115.11,2024-01-01 17:45:00
72,sess_00072,Organic Search,Desktop,1,1,1,1,1,1,132.3,2024-01-01 18:00:00
73,sess_00073,Paid Ad,Mobile,1,1,1,1,1,1,143.43,2024-01-01 18:15:00
74,sess_00074,Referral,Tablet,1,1,1,1,1,1,110.1,2024-01-01 18:30:00
75,sess_00075,Social Media,Desktop,1,1,1,1,1,1,131.52,2024-01-01 18:45:00
76,sess_00076,Organic Search,Mobile,1,1,1,1,1,1,166.31,2024-01-01 19:00:00
77,sess_00077,Paid Ad,Tablet,1,1,1,1,1,1,185.68,2024-01-01 19:15:00
78,sess_00078,Referral,Desktop,1,1,1,1,1,1,139.51,2024-01-01 19:30:00
79,sess_00079,Social Media,Mobile,1,1,1,1,1,1,168.91,2024-01-01 19:45:00
80,sess_00080,Organic Search,Tablet,1,1,1,1,1,1,102.15,2024-01-01 20:00:00
81,sess_00081,Paid Ad,Desktop,1,1,1,1,1,1,166.49,2024-01-01 20:15:00
82,sess_00082,Referral,Mobile,1,1,1,1,1,1,129.9,2024-01-01 20:30:00
83,sess_00083,Social Media,Tablet,1,1,1,1,1,1,157.68,2024-01-01 20:45:00
84,sess_00084,Organic Search,Desktop,1,1,1,1,1,1,143.81,2024-01-01 21:00:00
85,sess_00085,Paid Ad,Mobile,1,1,1,1,1,1,183.01,2024-01-01 21:15:00
86,sess_00086,Referral,Tablet,1,1,1,1,1,1,128.14,2024-01-01 21:30:00
87,sess_00087,Social Media,Desktop,1,1,1,1,1,1,165.69,2024-01-01 21:45:00
88,sess_00088,Organic Search,Mobile,1,1,1,1,1,1,143.01,2024-01-01 22:00:00
89,sess_00089,Paid Ad,Tablet,1,1,1,1,1,1,146.04,2024-01-01 22:15:00
90,sess_00090,Referral,Desktop,1,1,1,1,1,1,145.4,2024-01-01 22:30:00
91,sess_00091,Social Media,Mobile,1,1,1,1,1,1,128.86,2024-01-01 22:45:00
92,sess_00092,Organic Search,Tablet,1,1,1,1,1,1,149.65,2024-01-01 23:00:00
93,sess_00093,Paid Ad,Desktop,1,1,1,1,1,1,148.43,2024-01-01 23:15:00
94,sess_00094,Referral,Mobile,1,1,1,1,1,1,156.03,2024-01-01 23:30:00
95,sess_00095,Social Media,Tablet,1,1,1,1,1,1,152.11,2024-01-01 23:45:00
96,sess_00096,Organic Search,Desktop,1,1,1,1,1,1,169.95,2024-01-02 00:00:00
97,sess_00097,Paid Ad,Mobile,1,1,1,1,1,1,173.09,2024-01-02 00:15:00
98,sess_00098,Referral,Tablet,1,1,1,1,1,1,123.73,2024-01-02 00:30:00
99,sess_00099,Social Media,Desktop,1,1,1,1,1,1,171.72,2024-01-02 00:45:00
100,sess_00100,Organic Search,Mobile,1,1,1,1,1,1,120.34,2024-01-02 01:00:00
101,sess_00101,Paid Ad,Tablet,1,1,1,1,1,1,164.7,2024-01-02 01:15:00
102,sess_00102,Referral,Desktop,1,1,1,1,1,1,165.49,2024-01-02 01:30:00
103,sess_00103,Social Media,Mobile,1,1,1,1,1,1,102.22,2024-01-02 01:45:00
104,sess_00104,Organic Search,Tablet,1,1,1,1,1,1,152.32,2024-01-02 02:00:00
105,sess_00105,Paid Ad,Desktop,1,1,1,1,1,1,138.29,2024-01-02 02:15:00
106,sess_00106,Referral,Mobile,1,1,1,1,1,1,131.03,2024-01-02 02:30:00
107,sess_00107,Social Media,Tablet,1,1,1,1,1,1,183.77,2024-01-02 02:45:00
108,sess_00108,Organic Search,Desktop,1,1,1,1,1,1,133.66,2024-01-02 03:00:00
109,sess_00109,Paid Ad,Mobile,1,1,1,1,1,1,129.84,2024-01-02 03:15:00
110,sess_00110,Referral,Tablet,1,1,1,1,1,1,151.89,2024-01-02 03:30:00
111,sess_00111,Social Media,Desktop,1,1,1,1,1,1,167.14,2024-01-02 03:45:00
112,sess_00112,Organic Search,Mobile,1,1,1,1,1,1,146.46,2024-01-02 04:00:00
113,sess_00113,Paid Ad,Tablet,1,1,1,1,1,1,179.16,2024-01-02 04:15:00
114,sess_00114,Referral,Desktop,1,1,1,1,1,1,163.27,2024-01-02 04:30:00
115,sess_00115,Social Media,Mobile,1,1,1,1,1,1,95.54,2024-01-02 04:45:00
116,sess_00116,Organic Search,Tablet,1,1,1,1,1,1,136.76,2024-01-02 05:00:00
117,sess_00117,Paid Ad,Desktop,1,1,1,1,1,1,135.95,2024-01-02 05:15:00
118,sess_00118,Referral,Mobile,1,1,1,1,1,1,161.98,2024-01-02 05:30:00
119,sess_00119,Social Media,Tablet,1,1,1,1,1,1,84.38,2024-01-02 05:45:00
120,sess_00120,Organic Search,Desktop,1,1,1,1,1,1,213.73,2024-01-02 06:00:00
121,sess_00121,Paid Ad,Mobile,1,1,1,1,1,1,163.28,2024-01-02 06:15:00
122,sess_00122,Referral,Tablet,1,1,1,1,1,1,153.72,2024-01-02 06:30:00
123,sess_00123,Social Media,Desktop,1,1,1,1,1,1,179.54,2024-01-02 06:45:00
124,sess_00124,Organic Search,Mobile,1,1,1,1,1,1,208.59,2024-01-02 07:00:00
125,sess_00125,Paid Ad,Tablet,1,1,1,1,1,1,171.77,2024-01-02 07:15:00
126,sess_00126,Referral,Desktop,1,1,1,1,1,1,173.72,2024-01-02 07:30:00
127,sess_00127,Social Media,Mobile,1,1,1,1,1,1,153.27,2024-01-02 07:45:00
128,sess_00128,Organic Search,Tablet,1,1,1,1,1,1,146.46,2024-01-02 08:00:00
129,sess_00129,Paid Ad,Desktop,1,1,1,1,1,1,138.11,2024-01-02 08:15:00
130,sess_00130,Referral,Mobile,1,1,1,1,1,1,129.35,2024-01-02 08:30:00
131,sess_00131,Social Media,Tablet,1,1,1,1,1,1,132.82,2024-01-02 08:45:00
132,sess_00132,Organic Search,Desktop,1,1,1,1,1,1,116.24,2024-01-02 09:00:00
133,sess_00133,Paid Ad,Mobile,1,1,1,1,1,1,148.1,2024-01-02 09:15:00
134,sess_00134,Referral,Tablet,1,1,1,1,1,1,107.88,2024-01-02 09:30:00
135,sess_00135,Social Media,Desktop,1,1,1,1,1,1,154.77,2024-01-02 09:45:00
136,sess_00136,Organic Search,Mobile,1,1,1,1,1,1,149.09,2024-01-02 10:00:00
137,sess_00137,Paid Ad,Tablet,1,1,1,1,1,1,153.67,2024-01-02 10:15:00
138,sess_00138,Referral,Desktop,1,1,1,1,1,1,136.95,2024-01-02 10:30:00
139,sess_00139,Social Media,Mobile,1,1,1,1,1,1,226.92,2024-01-02 10:45:00
140,sess_00140,Organic Search,Tablet,1,1,1,1,1,1,184.0,2024-01-02 11:00:00
141,sess_00141,Paid Ad,Desktop,1,1,1,1,1,1,118.89,2024-01-02 11:15:00
142,sess_00142,Referral,Mobile,1,1,1,1,1,1,155.82,2024-01-02 11:30:00
143,sess_00143,Social Media,Tablet,1,1,1,1,1,1,134.8,2024-01-02 11:45:00
144,sess_00144,Organic Search,Desktop,1,1,1,1,1,1,124.64,2024-01-02 12:00:00
145,sess_00145,Paid Ad,Mobile,1,1,1,1,1,1,116.5,2024-01-02 12:15:00
146,sess_00146,Referral,Tablet,1,1,1,1,1,1,160.81,2024-01-02 12:30:00
147,sess_00147,Social Media,Desktop,1,1,1,1,1,1,132.97,2024-01-02 12:45:00
148,sess_00148,Organic Search,Mobile,1,1,1,1,1,1,174.2,2024-01-02 13:00:00
149,sess_00149,Paid Ad,Tablet,1,1,1,1,1,1,174.84,2024-01-02 13:15:00
150,sess_00150,Referral,Desktop,1,1,1,1,1,1,184.35,2024-01-02 13:30:00
151,sess_00151,Social Media,Mobile,1,1,1,1,1,1,128.69,2024-01-02 13:45:00
152,sess_00152,Organic Search,Tablet,1,1,1,1,1,1,161.88,2024-01-02 14:00:00
153,sess_00153,Paid Ad,Desktop,1,1,1,1,1,1,165.81,2024-01-02 14:15:00
154,sess_00154,Referral,Mobile,1,1,1,1,1,1,138.15,2024-01-02 14:30:00
155,sess_00155,Social Media,Tablet,1,1,1,1,1,1,130.71,2024-01-02 14:45:00
156,sess_00156,Organic Search,Desktop,1,1,1,1,1,1,190.24,2024-01-02 15:00:00
157,sess_00157,Paid Ad,Mobile,1,1,1,1,1,1,155.69,2024-01-02 15:15:00
158,sess_00158,Referral,Tablet,1,1,1,1,1,1,165.9,2024-01-02 15:30:00
159,sess_00159,Social Media,Desktop,1,1,1,1,1,1,129.45,2024-01-02 15:45:00
160,sess_00160,Organic Search,Mobile,1,1,1,1,1,1,119.52,2024-01-02 16:00:00
161,sess_00161,Paid Ad,Tablet,1,1,1,1,1,1,135.76,2024-01-02 16:15:00
162,sess_00162,Referral,Desktop,1,1,1,1,1,1,146.9,2024-01-02 16:30:00
163,sess_00163,Social Media,Mobile,1,1,1,1,1,1,123.39,2024-01-02 16:45:00
164,sess_00164,Organic Search,Tablet,1,1,1,1,1,1,149.75,2024-01-02 17:00:00
165,sess_00165,Paid Ad,Desktop,1,1,1,1,1,1,107.79,2024-01-02 17:15:00
166,sess_00166,Referral,Mobile,1,1,1,1,1,1,122.0,2024-01-02 17:30:00
167,sess_00167,Social Media,Tablet,1,1,1,1,1,1,166.77,2024-01-02 17:45:00
168,sess_00168,Organic Search,Desktop,1,1,1,1,1,1,165.09,2024-01-02 18:00:00
169,sess_00169,Paid Ad,Mobile,1,1,1,1,1,1,140.2,2024-01-02 18:15:00
170,sess_00170,Referral,Tablet,1,1,1,1,1,1,124.56,2024-01-02 18:30:00
171,sess_00171,Social Media,Desktop,1,1,1,1,1,1,124.31,2024-01-02 18:45:00
172,sess_00172,Organic Search,Mobile,1,1,1,1,1,1,140.67,2024-01-02 19:00:00
173,sess_00173,Paid Ad,Tablet,1,1,1,1,1,1,166.11,2024-01-02 19:15:00
174,sess_00174,Referral,Desktop,1,1,1,1,1,1,173.21,2024-01-02 19:30:00
175,sess_00175,Social Media,Mobile,1,1,1,1,1,1,137.59,2024-01-02 19:45:00
176,sess_00176,Organic Search,Tablet,1,1,1,1,1,1,121.16,2024-01-02 20:00:00
177,sess_00177,Paid Ad,Desktop,1,1,1,1,1,1,156.7,2024-01-02 20:15:00
178,sess_00178,Referral,Mobile,1,1,1,1,1,1,129.41,2024-01-02 20:30:00
179,sess_00179,Social Media,Tablet,1,1,1,1,1,1,137.04,2024-01-02 20:45:00
180,sess_00180,Organic Search,Desktop,1,1,1,1,1,1,183.13,2024-01-02 21:00:00
181,sess_00181,Paid Ad,Mobile,1,1,1,1,1,1,170.68,2024-01-02 21:15:00
182,sess_00182,Referral,Tablet,1,1,1,1,1,1,153.95,2024-01-02 21:30:00
183,sess_00183,Social Media,Desktop,1,1,1,1,1,1,118.2,2024-01-02 21:45:00
184,sess_00184,Organic Search,Mobile,1,1,1,1,1,1,155.28,2024-01-02 22:00:00
185,sess_00185,Paid Ad,Tablet,1,1,1,1,1,1,176.57,2024-01-02 22:15:00
186,sess_00186,Referral,Desktop,1,1,1,1,1,1,140.61,2024-01-02 22:30:00
187,sess_00187,Social Media,Mobile,1,1,1,1,1,1,183.78,2024-01-02 22:45:00
188,sess_00188,Organic Search,Tablet,1,1,1,1,1,1,182.32,2024-01-02 23:00:00
189,sess_00189,Paid Ad,Desktop,1,1,1,1,1,1,191.59,2024-01-02 23:15:00
190,sess_00190,Referral,Mobile,1,1,1,1,1,1,157.63,2024-01-02 23:30:00
191,sess_00191,Social Media,Tablet,1,1,1,1,1,1,164.68,2024-01-02 23:45:00
192,sess_00192,Organic Search,Desktop,1,1,1,1,1,1,185.35,2024-01-03 00:00:00
193,sess_00193,Paid Ad,Mobile,1,1,1,1,1,1,161.18,2024-01-03 00:15:00
194,sess_00194,Referral,Tablet,1,1,1,1,1,1,137.47,2024-01-03 00:30:00
195,sess_00195,Social Media,Desktop,1,1,1,1,1,1,138.79,2024-01-03 00:45:00
196,sess_00196,Organic Search,Mobile,1,1,1,1,1,1,155.96,2024-01-03 01:00:00
197,sess_00197,Paid Ad,Tablet,1,1,1,1,1,1,117.74,2024-01-03 01:15:00
198,sess_00198,Referral,Desktop,1,1,1,1,1,1,146.42,2024-01-03 01:30:00
199,sess_00199,Social Media,Mobile,1,1,1,1,1,1,177.41,2024-01-03 01:45:00
200,sess_00200,Organic Search,Tablet,1,1,1,1,1,1,95.22,2024-01-03 02:00:00
201,sess_00201,Paid Ad,Desktop,1,1,1,1,1,1,188.36,2024-01-03 02:15:00
202,sess_00202,Referral,Mobile,1,1,1,1,1,1,178.06,2024-01-03 02:30:00
203,sess_00203,Social Media,Tablet,1,1,1,1,1,1,138.51,2024-01-03 02:45:00
204,sess_00204,Organic Search,Desktop,1,1,1,1,1,1,163.58,2024-01-03 03:00:00
205,sess_00205,Paid Ad,Mobile,1,1,1,1,1,1,150.08,2024-01-03 03:15:00
206,sess_00206,Referral,Tablet,1,1,1,1,1,1,180.75,2024-01-03 03:30:00
207,sess_00207,Social Media,Desktop,1,1,1,1,1,1,174.57,2024-01-03 03:45:00
208,sess_00208,Organic Search,Mobile,1,1,1,1,1,1,115.0,2024-01-03 04:00:00
209,sess_00209,Paid Ad,Tablet,1,1,1,1,1,1,164.68,2024-01-03 04:15:00
210,sess_00210,Referral,Desktop,1,1,1,1,1,1,144.86,2024-01-03 04:30:00
211,sess_00211,Social Media,Mobile,1,1,1,1,1,1,152.07,2024-01-03 04:45:00
212,sess_00212,Organic Search,Tablet,1,1,1,1,1,1,131.8,2024-01-03 05:00:00
213,sess_00213,Paid Ad,Desktop,1,1,1,1,1,1,193.7,2024-01-03 05:15:00
214,sess_00214,Referral,Mobile,1,1,1,1,1,1,176.0,2024-01-03 05:30:00
215,sess_00215,Social Media,Tablet,1,1,1,1,1,1,131.51,2024-01-03 05:45:00
216,sess_00216,Organic Search,Desktop,1,1,1,1,1,1,116.63,2024-01-03 06:00:00
217,sess_00217,Paid Ad,Mobile,1,1,1,1,1,1,140.36,2024-01-03 06:15:00
218,sess_00218,Referral,Tablet,1,1,1,1,1,1,160.86,2024-01-03 06:30:00
219,sess_00219,Social Media,Desktop,1,1,1,1,1,1,156.01,2024-01-03 06:45:00
220,sess_00220,Organic Search,Mobile,1,1,1,1,1,1,181.33,2024-01-03 07:00:00
221,sess_00221,Paid Ad,Tablet,1,1,1,1,1,1,169.75,2024-01-03 07:15:00
222,sess_00222,Referral,Desktop,1,1,1,1,1,1,174.24,2024-01-03 07:30:00
223,sess_00223,Social Media,Mobile,1,1,1,1,1,1,158.17,2024-01-03 07:45:00
224,sess_00224,Organic Search,Tablet,1,1,1,1,1,1,115.27,2024-01-03 08:00:00
225,sess_00225,Paid Ad,Desktop,1,1,1,1,1,1,145.11,2024-01-03 08:15:00
226,sess_00226,Referral,Mobile,1,1,1,1,1,1,176.5,2024-01-03 08:30:00
227,sess_00227,Social Media,Tablet,1,1,1,1,1,1,148.71,2024-01-03 08:45:00
228,sess_00228,Organic Search,Desktop,1,1,1,1,1,1,162.58,2024-01-03 09:00:00
229,sess_00229,Paid Ad,Mobile,1,1,1,1,1,1,142.03,2024-01-03 09:15:00
230,sess_00230,Referral,Tablet,1,1,1,1,1,1,124.25,2024-01-03 09:30:00
231,sess_00231,Social Media,Desktop,1,1,1,1,1,1,146.92,2024-01-03 09:45:00
232,sess_00232,Organic Search,Mobile,1,1,1,1,1,1,157.73,2024-01-03 10:00:00
233,sess_00233,Paid Ad,Tablet,1,1,1,1,1,1,133.61,2024-01-03 10:15:00
234,sess_00234,Referral,Desktop,1,1,1,1,1,1,144.11,2024-01-03 10:30:00
235,sess_00235,Social Media,Mobile,1,1,1,1,1,1,126.51,2024-01-03 10:45:00
236,sess_00236,Organic Search,Tablet,1,1,1,1,1,1,177.98,2024-01-03 11:00:00
237,sess_00237,Paid Ad,Desktop,1,1,1,1,1,1,142.64,2024-01-03 11:15:00
238,sess_00238,Referral,Mobile,1,1,1,1,1,1,186.32,2024-01-03 11:30:00
239,sess_00239,Social Media,Tablet,1,1,1,1,1,1,188.22,2024-01-03 11:45:00
240,sess_00240,Organic Search,Desktop,1,1,1,1,1,1,147.97,2024-01-03 12:00:00
241,sess_00241,Paid Ad,Mobile,1,1,1,1,1,1,124.79,2024-01-03 12:15:00
242,sess_00242,Referral,Tablet,1,1,1,1,1,1,97.85,2024-01-03 12:30:00
243,sess_00243,Social Media,Desktop,1,1,1,1,1,1,113.2,2024-01-03 12:45:00
244,sess_00244,Organic Search,Mobile,1,1,1,1,1,1,115.65,2024-01-03 13:00:00
245,sess_00245,Paid Ad,Tablet,1,1,1,1,1,1,184.46,2024-01-03 13:15:00
246,sess_00246,Referral,Desktop,1,1,1,1,1,1,152.9,2024-01-03 13:30:00
247,sess_00247,Social Media,Mobile,1,1,1,1,1,1,159.74,2024-01-03 13:45:00
248,sess_00248,Organic Search,Tablet,1,1,1,1,1,1,94.49,2024-01-03 14:00:00
249,sess_00249,Paid Ad,Desktop,1,1,1,1,1,1,120.05,2024-01-03 14:15:00
250,sess_00250,Referral,Mobile,1,1,1,1,1,1,172.18,2024-01-03 14:30:00
251,sess_00251,Social Media,Tablet,1,1,1,1,1,1,157.17,2024-01-03 14:45:00
252,sess_00252,Organic Search,Desktop,1,1,1,1,1,1,146.32,2024-01-03 15:00:00
253,sess_00253,Paid Ad,Mobile,1,1,1,1,1,1,164.12,2024-01-03 15:15:00
254,sess_00254,Referral,Tablet,1,1,1,1,1,1,190.89,2024-01-03 15:30:00
255,sess_00255,Social Media,Desktop,1,1,1,1,1,1,144.47,2024-01-03 15:45:00
256,sess_00256,Organic Search,Mobile,1,1,1,1,1,1,151.73,2024-01-03 16:00:00
257,sess_00257,Paid Ad,Tablet,1,1,1,1,1,1,154.81,2024-01-03 16:15:00
258,sess_00258,Referral,Desktop,1,1,1,1,1,1,209.8,2024-01-03 16:30:00
259,sess_00259,Social Media,Mobile,1,1,1,1,1,1,97.52,2024-01-03 16:45:00
260,sess_00260,Organic Search,Tablet,1,1,1,1,1,1,167.08,2024-01-03 17:00:00
261,sess_00261,Paid Ad,Desktop,1,1,1,1,1,1,147.13,2024-01-03 17:15:00
262,sess_00262,Referral,Mobile,1,1,1,1,1,1,164.17,2024-01-03 17:30:00
263,sess_00263,Social Media,Tablet,1,1,1,1,1,1,133.57,2024-01-03 17:45:00
264,sess_00264,Organic Search,Desktop,1,1,1,1,1,1,148.78,2024-01-03 18:00:00
265,sess_00265,Paid Ad,Mobile,1,1,1,1,1,1,167.79,2024-01-03 18:15:00
266,sess_00266,Referral,Tablet,1,1,1,1,1,1,227.82,2024-01-03 18:30:00
267,sess_00267,Social Media,Desktop,1,1,1,1,1,1,170.2,2024-01-03 18:45:00
268,sess_00268,Organic Search,Mobile,1,1,1,1,1,1,128.8,2024-01-03 19:00:00
269,sess_00269,Paid Ad,Tablet,1,1,1,1,1,1,139.41,2024-01-03 19:15:00
270,sess_00270,Referral,Desktop,1,1,1,1,1,1,138.66,2024-01-03 19:30:00
271,sess_00271,Social Media,Mobile,1,1,1,1,1,1,105.11,2024-01-03 19:45:00
272,sess_00272,Organic Search,Tablet,1,1,1,1,1,1,141.75,2024-01-03 20:00:00
273,sess_00273,Paid Ad,Desktop,1,1,1,1,1,1,168.32,2024-01-03 20:15:00
274,sess_00274,Referral,Mobile,1,1,1,1,1,1,118.14,2024-01-03 20:30:00
275,sess_00275,Social Media,Tablet,1,1,1,1,1,1,176.21,2024-01-03 20:45:00
276,sess_00276,Organic Search,Desktop,1,1,1,1,1,1,162.19,2024-01-03 21:00:00
277,sess_00277,Paid Ad,Mobile,1,1,1,1,1,1,131.64,2024-01-03 21:15:00
278,sess_00278,Referral,Tablet,1,1,1,1,1,1,146.46,2024-01-03 21:30:00
279,sess_00279,Social Media,Desktop,1,1,1,1,1,1,189.96,2024-01-03 21:45:00
280,sess_00280,Organic Search,Mobile,1,1,1,1,1,1,168.34,2024-01-03 22:00:00
281,sess_00281,Paid Ad,Tablet,1,1,1,1,1,1,150.22,2024-01-03 22:15:00
282,sess_00282,Referral,Desktop,1,1,1,1,1,1,144.06,2024-01-03 22:30:00
283,sess_00283,Social Media,Mobile,1,1,1,1,1,1,151.92,2024-01-03 22:45:00
284,sess_00284,Organic Search,Tablet,1,1,1,1,1,1,137.21,2024-01-03 23:00:00
285,sess_00285,Paid Ad,Desktop,1,1,1,1,1,1,97.38,2024-01-03 23:15:00
286,sess_00286,Referral,Mobile,1,1,1,1,1,1,201.05,2024-01-03 23:30:00
287,sess_00287,Social Media,Tablet,1,1,1,1,1,1,153.88,2024-01-03 23:45:00
288,sess_00288,Organic Search,Desktop,1,1,1,1,1,1,159.95,2024-01-04 00:00:00
289,sess_00289,Paid Ad,Mobile,1,1,1,1,1,1,148.55,2024-01-04 00:15:00
290,sess_00290,Referral,Tablet,1,1,1,1,1,1,131.62,2024-01-04 00:30:00
291,sess_00291,Social Media,Desktop,1,1,1,1,1,1,145.35,2024-01-04 00:45:00
292,sess_00292,Organic Search,Mobile,1,1,1,1,1,1,110.02,2024-01-04 01:00:00
